"run","temp","temp2","prec","prec2"
0,0.0127177399158706,-0.000487076480603443,1.44004792703188e-05,-4.73187402520894e-09
1,0.0129901186375558,-0.000566786140338485,1.31812374260067e-05,-3.0944412264091e-09
2,0.00921723160180079,-0.000444047450276867,2.6695592460998e-06,-1.77651009393687e-09
3,0.0184488214820732,-0.000611592572640893,1.69364895707829e-05,-4.61234861720577e-09
4,0.0116921068845888,-0.000472128696139933,2.55111157504183e-05,-9.46517928753493e-09
5,0.0146237709106284,-0.000562964474225946,-6.25665858671018e-07,-2.10435734350254e-09
6,0.0152872532019934,-0.000627329758403195,2.52228434081018e-05,-8.7189015254467e-09
7,0.0158065936128704,-0.000542550640366512,3.1870315054318e-05,-8.55402561728298e-09
8,0.0134546452872285,-0.000475514588752498,-1.84339972230215e-06,-1.87190911857802e-09
9,0.00897844605147164,-0.000404529121464336,3.01884896251024e-05,-9.06204100317307e-09
10,0.00975216235916977,-0.00046652732959913,2.79180383969731e-05,-7.81430153399733e-09
11,0.0143415022360233,-0.000532946983969134,1.07688623112038e-05,-3.31627406004136e-09
12,0.0145395641130787,-0.000470742820382158,1.0417894748375e-05,-3.59264958009606e-09
13,0.00604881836399341,-0.000397956423765372,4.38497320945267e-06,-3.15058517283701e-09
14,0.0119278718474505,-0.000446806952156848,4.97228080153435e-06,-1.96972852130443e-09
15,0.0122812734587634,-0.000395963130619091,-4.07061939898958e-07,-1.12409124040586e-09
16,0.017968238847116,-0.000696666955775564,6.89920331211484e-06,-3.14433221239e-09
17,0.00969283442677413,-0.000384958949506576,9.8914137311138e-06,-5.16776866062251e-09
18,0.010913000289488,-0.000425020036462554,8.78676528813653e-06,-3.56416933604738e-09
19,0.0161387590729976,-0.000592873227604537,1.69607686714616e-05,-6.88407836701837e-09
20,0.00417321819564027,-0.000158517611782344,6.32789935379084e-06,-3.44713134732916e-09
21,0.0128820065629948,-0.000530064547576218,9.83152996275642e-06,-3.75816016345846e-09
22,0.0137799177987784,-0.000483611599424368,1.27156648865721e-05,-3.97970242968366e-09
23,0.0139730431095469,-0.000538936174950086,1.47173236378139e-05,-5.45108494912832e-09
24,0.0154188538286037,-0.000463293124979851,4.76468178573047e-06,-1.4544928946391e-09
25,0.0107247815797481,-0.000425648795965486,1.71951969242725e-05,-4.73549987964285e-09
26,0.0155343919562551,-0.000521627542892815,5.26100011607771e-06,-2.04841578385934e-09
27,0.0111492547249126,-0.000413071648098603,1.33671950127272e-05,-5.01744000921706e-09
28,0.0140579385345813,-0.000550470748855183,1.17475132197124e-05,-5.17175631363978e-09
29,0.00938686537258673,-0.000258289230514762,2.60329503934123e-05,-8.90538524407557e-09
30,0.0125524133292967,-0.000560422516004221,1.67510034073478e-05,-5.2682288637856e-09
31,0.00805561284455632,-0.000396065426985909,2.0368112212126e-05,-5.98346275261434e-09
32,0.00831404085774245,-0.00043420030572573,2.59872252028698e-05,-7.02086673351858e-09
33,0.014064961491699,-0.000487968788495368,1.36390963171085e-06,-1.52811388359091e-09
34,0.0109160086318031,-0.000519612770680024,2.42353520484795e-05,-6.56879335836927e-09
35,0.00165376671284346,-0.00021274295641059,3.62984059174497e-05,-1.15275569522597e-08
36,0.0121553533363538,-0.000495862675965599,1.46932736504462e-05,-5.56852256350833e-09
37,0.0129088986797046,-0.00043974786785017,1.50626047262414e-05,-5.3437977500745e-09
38,0.0126505187576966,-0.000415099887383844,1.12984213504551e-05,-4.36055073404407e-09
39,0.00735319688494622,-0.000436100656098047,1.36898457134835e-05,-4.00851559798267e-09
40,0.011153630253737,-0.000495793533169906,1.56914478088216e-05,-5.9904263934473e-09
41,0.022854563596049,-0.000896826318078155,1.52303120468932e-05,-3.4352086876859e-09
42,0.0107842253134012,-0.00047372750752758,9.57982713925108e-06,-1.81375483392755e-09
43,0.012466488822273,-0.000419954561438527,8.85049993673896e-06,-3.87378498714602e-09
44,0.00852456736486781,-0.000290395777920245,2.24059788791191e-05,-6.48701899489984e-09
45,0.0109639765633682,-0.000494794579643849,1.78904281534546e-05,-5.36561573851235e-09
46,0.0174088529757571,-0.000596224452194685,1.20172440323339e-06,-2.295635208973e-09
47,0.0141643718944572,-0.000592111272127971,3.44139961577559e-07,-4.72754656229929e-10
48,0.00790439509693173,-0.000293388165871744,5.25454114060197e-05,-1.20347768465881e-08
49,0.00877945328084799,-0.000427313602134387,1.24171913480506e-05,-2.76390290531571e-09
50,0.00572527787449262,-0.000367439447786677,6.21910900190145e-06,-3.33996659252025e-09
51,0.00639962950188772,-0.000430795970398922,1.14023383195403e-05,-4.75125582380721e-09
52,0.0141242141855586,-0.000609923219424641,2.85284837453091e-05,-6.98712639730185e-09
53,0.012505002970886,-0.000418078298192049,1.30876008315302e-05,-5.50108242240275e-09
54,0.0135401145310602,-0.000528745813885533,1.27243305261502e-05,-3.6023701093538e-09
55,0.0219500160220554,-0.00075292751302344,1.16000864060355e-05,-4.19326160080125e-09
56,0.0149637765232094,-0.000543355784329708,4.17502763270401e-06,-3.04598949842983e-09
57,0.0205807547356705,-0.000546443523795559,2.18105404441144e-05,-7.43237586485465e-09
58,0.0178274931674537,-0.000587299262094491,6.16910000412067e-06,-4.50940149631019e-09
59,0.0110082659872819,-0.00053956408714879,3.28092806001838e-05,-8.23965991482059e-09
60,0.0105768861132459,-0.00047045023759509,2.24597544749073e-05,-4.58049196363164e-09
61,0.0117026437278502,-0.000543801111877494,2.77773157631599e-05,-9.15975649600057e-09
62,0.0137984241770929,-0.000578097849060842,7.26999789328501e-06,-1.59032601913056e-09
63,0.0140381681418201,-0.000454322563044605,1.63429798857835e-05,-6.60895924584519e-09
64,0.0115701308892889,-0.000432316824760765,1.64229846743467e-05,-4.61460726336063e-09
65,0.00796250470087177,-0.000303124366702581,1.29553811253986e-05,-5.07880407497292e-09
66,0.0168690330251441,-0.000553408670528163,5.97427289869403e-06,-2.38234144977966e-09
67,0.011654799751341,-0.000509617961705289,1.53077786105649e-05,-6.05789251317826e-09
68,0.00529829446709077,-0.00028126351392618,1.53043509379218e-05,-4.44353755208728e-09
69,0.00438058104940674,-0.000225112612634444,2.48581985817397e-05,-8.17957608997961e-09
70,0.0132680891009519,-0.000525088796880846,1.70565206750869e-05,-5.81530109472863e-09
71,0.0141096153280585,-0.000541738108391415,2.35203129722859e-05,-6.19042664853523e-09
72,0.0123579104655302,-0.000513724494105524,3.58916792293698e-05,-9.15529610295117e-09
73,0.0117371748960323,-0.000458970845932348,1.56051507153863e-05,-3.93165796666707e-09
74,0.0120942067348567,-0.000581623581338714,-3.56329070437579e-06,-1.85950949476878e-09
75,0.0108648215553387,-0.000413782078532784,1.33251907354415e-05,-3.14060362416956e-09
76,0.0117634639514788,-0.000362928005686263,2.95795911999799e-05,-8.04456216104629e-09
77,0.0056686225640135,-0.000322238224776973,1.27213287407584e-05,-4.49660896831374e-09
78,0.00937053866210524,-0.000404553186927655,1.42632270828187e-05,-4.55414404365881e-09
79,0.0174637631697069,-0.000564514111677208,1.3360291116406e-05,-5.42332312115985e-09
80,0.00990343598132715,-0.000444390183434376,2.00652968108582e-05,-6.57764663509607e-09
81,0.0171672959072895,-0.000499041442428121,1.70801432841031e-05,-4.99916263696043e-09
82,0.012451967074882,-0.000613268050434256,2.32015819307423e-05,-5.80638791711346e-09
83,0.0139713361585555,-0.000532021361581641,1.58011471442559e-05,-5.58531855508651e-09
84,0.0087468786046722,-0.000321028104659639,2.22709479748993e-06,-1.37677497880877e-09
85,0.0102327458253687,-0.00041520882534017,1.39007523106075e-05,-5.2836560398446e-09
86,0.00431638299854351,-0.000300374380849791,1.05452428736615e-05,-4.00538780852998e-09
87,0.0165220656222768,-0.000666131464881374,2.08052334533261e-05,-7.66554573809896e-09
88,0.0150028909069975,-0.000622022205613208,1.34206685827196e-05,-2.81257775621937e-09
89,0.014489678332148,-0.000571800958852433,2.11941143377147e-05,-6.09757308000935e-09
90,0.014751193137692,-0.00057403704891719,4.85177855004801e-05,-1.49945089537751e-08
91,0.0193627257053155,-0.000728739468919235,1.06724518654334e-05,-3.05585119477823e-09
92,0.0191777095960906,-0.000716582351619524,1.19247957853469e-05,-3.78189882415619e-09
93,0.0116027202907976,-0.000450116919906754,1.48999823878003e-05,-4.72936537805252e-09
94,0.0129886106812177,-0.000511080781090532,2.2643171900411e-05,-4.48630306923522e-09
95,0.011435635716974,-0.000491377536272314,1.70673561844819e-05,-4.06586192386321e-09
96,0.0186707483627981,-0.000721219512181802,2.40924234703573e-05,-7.26750037208629e-09
97,0.00337032126034501,-0.000142712531722036,1.58786108550634e-05,-3.01523999993808e-09
98,0.015627888545643,-0.000580390942788126,2.86536297794846e-05,-7.10169833779293e-09
99,0.00887971569688295,-0.00032119144159884,2.56022451602424e-05,-6.52410792772481e-09
100,0.0113856737867498,-0.000360092679999266,2.54770356510159e-05,-9.29598801629924e-09
101,0.0173859924871642,-0.000530128906065831,2.86152363166994e-05,-9.50267620913966e-09
102,0.0111214860846646,-0.000367132443917505,6.56749528045866e-06,-3.04210932659858e-09
103,0.0145368301247173,-0.00049038046915658,1.34697308016459e-05,-6.03091024812764e-09
104,0.00951244449164003,-0.000411834243738935,1.0435636920618e-05,-3.77787676835642e-09
105,0.00759958137656211,-0.000349182698922397,2.14758018407655e-05,-6.86485918004181e-09
106,0.0122453895302768,-0.000497242702048611,6.23091403092679e-06,-3.41223095565453e-09
107,0.0183465291159386,-0.000635173676859566,2.09272389786918e-06,-1.47778649961967e-09
108,0.00752188060185086,-0.000286779761197882,1.79663354539064e-05,-5.83261743222968e-09
109,0.0136856252794504,-0.000521333247900563,6.82862169593447e-06,-2.99081467820454e-09
110,0.0129627989791618,-0.000584186804442742,1.05046584142885e-05,-1.96625175503381e-09
111,0.00777156234511092,-0.000372027871236024,2.38620219167642e-05,-4.82579598440538e-09
112,0.0148411779951419,-0.000592894625859179,1.10725496426185e-05,-4.08860060501111e-09
113,0.0162710869464567,-0.000664350002315198,2.34727153101516e-06,-1.35181905332046e-09
114,0.00956032974749807,-0.000364954525181079,7.26321779916953e-06,-3.36477431107564e-09
115,0.00941032527930569,-0.000457183924612282,4.66355617639068e-06,-3.16804594243654e-09
116,0.015316786902252,-0.00054202053265805,2.61988432206556e-05,-6.68970568631648e-09
117,0.0149576643162187,-0.000509119176844703,9.96633024219957e-06,-4.48149017541435e-09
118,0.0163753972055422,-0.000484958130747101,2.2947160529293e-05,-6.46024801935824e-09
119,0.0175642197920463,-0.000633669818262163,1.23018005515277e-05,-3.68451466074997e-09
120,0.0132160504814254,-0.000454030623734276,1.92205388204615e-05,-4.46098859133728e-09
121,0.0109350293575797,-0.000392701747087694,1.06155183910858e-05,-3.398327086896e-09
122,0.0114277898776576,-0.000514713867519278,9.53545192400763e-06,-1.37393555341395e-09
123,0.0058347994757135,-0.000308987325422729,2.99528131808704e-05,-7.05559186020503e-09
124,0.0102103149368072,-0.0004098153576489,1.15798102324639e-05,-3.13912695080274e-09
125,0.0118480617761889,-0.000467483963262872,4.69828480636691e-06,-3.18818906938977e-09
126,0.0106138376392044,-0.000447378240012939,2.31449208251981e-05,-7.3073630365211e-09
127,0.0142622287359475,-0.000552745383827007,1.3103989436382e-05,-6.16138320807986e-09
128,0.0116225567447368,-0.000335564422988765,1.25678772132381e-05,-6.03578751957161e-09
129,0.018455743825084,-0.000595385804807823,1.89017066754186e-05,-6.84795149095943e-09
130,0.0119033070094821,-0.000540705435613636,1.52293652703521e-05,-1.95098724221655e-09
131,0.0162009948886486,-0.000580453603315191,2.59593423061757e-05,-5.79779701423327e-09
132,0.0128445167779175,-0.000452143422745578,7.66643985481023e-06,-4.72343805522131e-09
133,0.0160119629361483,-0.000496930346558114,1.24771023445707e-05,-5.33573389327165e-09
134,0.0148972375971511,-0.000534158774537005,3.21793016289683e-05,-8.60577472558284e-09
135,0.0120205587287821,-0.000548529492581199,2.74877109750154e-05,-6.7345681079664e-09
136,0.0107213334755702,-0.000528098860305905,2.00840273402645e-05,-4.5442886526946e-09
137,0.0142626327072938,-0.000649423871542963,2.98358400989883e-05,-5.72804630019051e-09
138,0.0122773628370903,-0.00052066929319084,2.11156725197562e-05,-4.10570253855293e-09
139,0.0156503583776635,-0.000493121662264306,1.98533277169127e-05,-7.18362405261866e-09
140,0.0124345292380482,-0.000387384426722617,1.43704398895094e-05,-7.1458185063798e-09
141,0.00953164738395236,-0.000270349596636781,1.5782983717897e-05,-5.12462119969346e-09
142,0.00721505272870985,-0.000420783714012308,3.97581098224207e-06,-1.89118798626072e-10
143,0.0125181692961183,-0.000417635532438411,2.39463974773346e-05,-6.79721040121858e-09
144,0.0108503123077643,-0.000438232276427512,1.24405157280026e-05,-4.02607360577865e-09
145,0.019569020419509,-0.000651455301369122,9.26320425269757e-06,-3.83367595128384e-09
146,0.0129483605682012,-0.000442796388156678,2.5765072920479e-05,-7.76625714902401e-09
147,0.0129441763345004,-0.000457834902352087,4.54228622987482e-06,-3.795200446627e-09
148,0.0161738143060254,-0.000580545235400653,1.76602920327881e-05,-6.2915718824313e-09
149,0.018002175750618,-0.000761040282627558,6.43194667470061e-06,-2.43901854112932e-09
150,0.0152437356897614,-0.000616065368488623,1.01346957653604e-05,-4.22672661951504e-09
151,0.0176644789319078,-0.000571850320207001,-1.85991965987768e-06,-1.84322298461282e-09
152,0.0121641264006436,-0.000521671328951028,6.03568649193804e-06,-2.49849218730279e-09
153,0.0130050711534225,-0.000507812587672938,1.07535678884888e-05,-3.51594462694277e-09
154,0.00367493570299412,-0.000268789008907826,2.43907190751399e-05,-6.11302167145901e-09
155,0.0111959960153465,-0.00038319329302171,6.34875819087326e-06,-3.32292744338963e-09
156,0.00834954199529212,-0.000309734021281495,1.76970330000475e-05,-4.95086811708104e-09
157,0.00458932347496436,-0.000216577697889699,2.33682353468801e-05,-5.7721367802404e-09
158,0.00726141279513973,-0.000310155748649772,6.91494864439703e-06,-2.10945950404561e-09
159,0.0148734777156419,-0.000478631099740195,7.9809941975532e-06,-1.91865053143398e-09
160,0.0115841876805316,-0.00047156902644364,1.7570201195278e-05,-4.68182814992522e-09
161,0.0138373603754031,-0.000548073871519791,3.53285887895901e-06,-4.41531039430719e-09
162,0.0106224708289931,-0.00032973178409043,2.06723422000764e-05,-6.93438289340355e-09
163,0.00909768060867752,-0.000469024617120639,1.10723959031187e-05,-3.16679858999603e-09
164,0.0102382521936787,-0.000382222864493085,2.29973002658484e-05,-8.22746905240771e-09
165,0.017008838464853,-0.000671929250772477,7.82494105164018e-06,-2.77012872535116e-09
166,0.0230674431151913,-0.000767532220888302,2.08280767820877e-05,-5.66534711160446e-09
167,0.00846926110587121,-0.000427585191668228,1.71262081201595e-05,-4.97601885026866e-09
168,0.0140320703007963,-0.00057249812503806,1.82596054142305e-05,-7.66392335573533e-09
169,0.0116490625129871,-0.000505056179815001,1.41467919654105e-05,-5.90611138292201e-09
170,0.00871795024405363,-0.000401043874223088,2.29684065308349e-05,-5.61789429137034e-09
171,0.0104917539117435,-0.000456991860035148,8.66991119991234e-06,-4.6001996829976e-09
172,0.00882863781380618,-0.000390077469562843,2.42759174259407e-05,-7.47369919740613e-09
173,0.01738278102933,-0.000544366648618604,3.38677378409717e-05,-8.46967472824153e-09
174,0.0170203806887628,-0.000613050032216861,-5.68606931703813e-06,-8.4277072442142e-10
175,0.00309278534415261,-0.000230534847543861,2.73188191921665e-05,-6.8279821685256e-09
176,0.0165284273302067,-0.000503808244779178,1.04385048951866e-05,-4.21253512622117e-09
177,0.0118171717215363,-0.000561606516608504,1.05880242056391e-05,-5.06585107395973e-09
178,0.00232606517631197,-0.000272429629941328,2.79935656953216e-05,-7.02366263480666e-09
179,0.0121710823989351,-0.000498758560110108,2.53546427083152e-05,-6.81432104121002e-09
180,0.016552353888757,-0.000602270833850887,2.3716197580639e-05,-6.06593462066213e-09
181,0.0124033442454001,-0.000373209456404784,3.42036646599449e-06,-1.6753407438761e-09
182,0.0158790537615567,-0.000506470117584955,7.65459802391106e-06,-2.75816253790877e-09
183,0.0133473246303704,-0.000421267229688686,5.64067996250892e-06,-2.78126075969001e-09
184,0.0102195499976686,-0.000466283677969989,9.40350707861274e-06,-4.02657080346933e-09
185,0.013930455688786,-0.000461494160469351,1.26698292904128e-05,-5.58703498666509e-09
186,0.0176231647744531,-0.000591563209431215,2.56943154066669e-06,-2.37324704827186e-09
187,0.0189926586772117,-0.000690447784691474,1.41558656468075e-06,-2.01332110343119e-09
188,0.0107454210331836,-0.000356164996266856,2.2447061829337e-05,-7.49214466468703e-09
189,0.00666147405802761,-0.000299141865518769,3.05632931431399e-05,-8.51192424574974e-09
190,0.0140224740975096,-0.000524664494107423,2.15472484118289e-05,-5.12759629242344e-09
191,0.0111949104789767,-0.000405269719176922,1.61902662500424e-05,-5.47972913398067e-09
192,0.00965172662410032,-0.000391428821688568,1.4878442374287e-05,-4.75120069979663e-09
193,0.0141187847032762,-0.000524779847017779,2.39119876335798e-05,-6.71668804199625e-09
194,0.0159084587009126,-0.000546380688570449,1.60905154160653e-05,-4.50240876397426e-09
195,0.0196790572415235,-0.000654100978266809,3.71128971491962e-06,-3.58020271077255e-09
196,0.0143371988303323,-0.00048503476641712,8.26225139977728e-06,-3.63913034762481e-09
197,0.0147376144362077,-0.000594234499918719,6.37711095889889e-06,-2.01876010584498e-09
198,0.0122652129852919,-0.000375081120270964,1.54355141925981e-05,-4.36535350429021e-09
199,0.01770422178517,-0.000540659862701714,3.04300091402327e-06,-2.32329024335276e-09
200,0.0131235004192155,-0.000548886117100856,3.39282272368465e-06,-3.65155931089587e-09
201,0.00995477932685834,-0.000323002826384197,2.0161609868955e-05,-6.69956479462699e-09
202,0.0122823053151708,-0.000459481289163243,8.41476710739618e-06,-2.99153335877847e-09
203,0.0103504703013978,-0.000512858018276982,1.25000325769299e-06,-1.24890777619112e-09
204,0.012083929933808,-0.000477967549559772,9.65877219371185e-06,-3.67777331505024e-09
205,0.0208072708582267,-0.000602968567683313,2.35375565353362e-06,-1.65434784826745e-09
206,0.013960532815176,-0.000523224229185644,1.63140183403559e-06,-3.14656517123679e-09
207,0.0132222305017829,-0.00052003860229007,2.52200214757718e-05,-7.79736519259566e-09
208,0.0149936395233356,-0.000517914602963642,9.80689698014822e-06,-3.30565254692506e-09
209,0.0113222377760941,-0.00044640644452942,5.55690829654022e-06,-2.28634949539553e-09
210,0.0161095427292169,-0.000582384642990189,4.3873798146199e-06,-2.77167463301345e-09
211,0.0173182783599545,-0.000648430223131261,1.19959761482433e-05,-3.31177348371597e-09
212,0.0186205010732551,-0.00065435197363532,-6.76649476509078e-07,-1.77679639154012e-09
213,0.0169492901647815,-0.000714591296007566,1.40067450038227e-05,-4.93253589938343e-09
214,0.0118861585509853,-0.000490092539482978,4.74824615079951e-06,-2.76668187109675e-09
215,0.0133400457700291,-0.000501722597399378,1.37870167062608e-05,-5.23307155798401e-09
216,0.00845407536480819,-0.000382424332072165,2.0702912013949e-05,-7.45651562366579e-09
217,0.0119045732394606,-0.000498059468563163,3.5986597853193e-05,-9.02060079535461e-09
218,0.0112645340412717,-0.000404832700479522,6.72151176142653e-06,-3.53772757568539e-09
219,0.0145254795480134,-0.000558107501506242,1.24565940365528e-05,-3.15746590890482e-09
220,0.0124369025269875,-0.000525425382280934,5.17209474238731e-06,-3.79730166107946e-09
221,0.0179959198781792,-0.000571714214959697,-1.07769210739003e-05,1.88643069930337e-10
222,0.0139385405423584,-0.000455171720814992,-6.89643734609796e-06,-1.34313493641418e-09
223,0.0103259295600247,-0.000437966572425729,7.10180920681431e-06,-2.79441783339277e-09
224,0.0144698719290669,-0.000547035071949923,1.55817970525861e-05,-4.16564014726894e-09
225,0.016690932232188,-0.000775971417950479,2.24929619533248e-05,-5.25426416153472e-09
226,0.0142521593394814,-0.000449602972254778,5.18475118183518e-06,-4.50243212963096e-09
227,0.0078670296236233,-0.000294915215936499,2.64030294502195e-05,-6.4887634212491e-09
228,0.00598992706474487,-0.000364810124928137,1.82659142966548e-05,-3.53467932841471e-09
229,0.016736643387401,-0.000643098933020524,2.15744071640985e-05,-7.47607125621174e-09
230,0.0193326693371012,-0.000657847385979761,8.37904904560754e-07,-4.32687807080013e-09
231,0.0115747505370815,-0.000611574537148009,3.56460389086217e-05,-9.64811566755955e-09
232,0.0135220352182605,-0.000504693992564043,2.01536121447057e-05,-4.81896614836253e-09
233,0.0149084548287513,-0.00050244754387419,9.84356264644961e-06,-2.82171816472895e-09
234,0.0135980637332662,-0.000581832808024238,9.0128709831358e-06,-3.13494334132989e-09
235,0.0146144601986044,-0.000531334268611871,2.41702033288757e-05,-6.41189748324589e-09
236,0.00820305150503269,-0.000471096163705949,8.90966953695448e-06,-2.76344019044902e-09
237,0.0132557498773897,-0.000457884212984761,5.12169315819033e-06,-3.2657279119275e-09
238,0.0194826043768798,-0.000672527104106455,1.85094344380716e-05,-4.52072353203471e-09
239,0.0146408357099868,-0.000663154644190225,1.47158495006971e-05,-6.95017514553461e-09
240,0.00471136079154067,-0.000313461902781604,3.4026294782667e-06,-3.5662655357213e-09
241,0.00959738866583155,-0.000384624683346634,3.23674349537437e-05,-1.11192189479742e-08
242,0.00848196270335046,-0.000405248541419592,2.04630110567462e-05,-4.75853596324864e-09
243,0.0114962289609161,-0.000409601360860214,8.63084798774148e-06,-3.04560006405861e-09
244,0.0159818198760602,-0.00061950893588201,1.79638304301385e-05,-4.36783027658397e-09
245,0.0107317285006445,-0.000407999572131321,3.48088676598297e-05,-1.1377175080838e-08
246,0.00784169044487189,-0.000306314685651718,1.14559135351837e-05,-2.45531077761859e-09
247,0.0122905261505449,-0.000384570289397857,2.3977330288488e-06,-3.90751377997383e-09
248,0.0152450478541699,-0.000529176122659519,5.22291796157595e-06,-3.49156553294751e-09
249,0.0163680942582639,-0.000612353848814147,-4.37076604462174e-06,-1.11317901816996e-09
